_id,name,description,imageUrl,city,province,openTime,closeTime,latitude,longitude,accessibility,historical_context,hands_on_activities,rating
652b9d229c8deef2485bf8dd,Sri Dalada Maligawa,"One of the most sacred Buddhist temples in the world, housing a relic believed to be a tooth of the Buddha.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/SL_Kandy_asv2020-01_img33_Sacred_Tooth_Temple.jpg/1920px-SL_Kandy_asv2020-01_img33_Sacred_Tooth_Temple.jpg,Kandy,Central,8:00 AM,5:00 PM,7.293608973984608,80.63645944060477,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Staircases",Museum Access, Sightseeing,4.7
652b9d229c8deef2485bf8de,Gadaladeniya Raja maha viharaya,"A beautiful stone temple built by King Wickramabahu III in the 14th century, showcasing South Indian architectural influences.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Gadaladeniya_Viharaya_02.JPG/1280px-Gadaladeniya_Viharaya_02.JPG,"Pilimathalawa, Kandy",Central,7:00 AM,8:00 PM,7.257530000000011,80.53695658715819, , Ancient Buddhist monastery," Photography, Sightseeing",4.8
652b9d229c8deef2485bf8df,Embekka Dewalaya,"Another temple celebrated for its impressive wood carvings, dedicated to guardian deities.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Embekka_Devalaya_01.JPG/1280px-Embekka_Devalaya_01.JPG,"Udunuwara, Kandy",Central,0:00 AM,0:00 AM,7.2179443927577775,80.56513081011812, , ,"Photography, Sightseeing",4.6
652b9d229c8deef2485bf8e0,Sri Pada / Adam's Peak,"A sacred mountain revered by multiple religions, with a footprint-shaped mark believed to be that of Lord Buddha or Adam, depending on religious belief.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Sri_Pada.JPG/1280px-Sri_Pada.JPG,Ratnapura,Central,0:00 AM,0:00 PM,6.809642740550588,80.48906698264882,Staircases ," Ancient Buddhist monastery, World Heritage"," Hike, Photography, Sightseeing, Relaxing, Meditating",4.6
652b9d229c8deef2485bf8e1,Nalanda Gedige (Central point of Sri Lanka),"A unique archaeological site blending Hindu and Buddhist architectural styles, believed to have been a place of worship.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Nalanda_Gedige.jpg/1280px-Nalanda_Gedige.jpg,Matale,Central,7:00 AM,5:00 PM,7.669748599999999,80.645856,Wheelchair-accessible car park,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing, Good for kids",4.6
652b9d229c8deef2485bf8e2,Aluvihara Rock Cave Temple,An ancient cave temple where the Tripitaka (the Buddhist scriptures) is said to have been written on ola leaves.,https://tlc.lk/wp-content/uploads/2017/08/TLClk_Aluvihara-Rock-Cave-Temple-CSP0779327-1.jpg,"Aluvihare, Matale",Central,0:00 AM,0:00 AM,7.49772561342765,80.62178391906617,Wheelchair-accessible car park,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.7
652b9d229c8deef2485bf8e3,Arankale Buddhist Monastery,Ruins of an ancient monastery believed to date back to the 1st century BC.,https://www.thingstodosrilanka.com/wp-content/uploads/2020/05/Arankele-Forest-Monestry-1024x553.jpg,Kumbukwewa,Central,8:00 AM,5:00 PM,7.639653772779017,80.41433284263776,Wheelchair-accessible car park, Ancient Buddhist monastery, ,4.6
652b9d229c8deef2485bf8e4,Bambaragala Purana Rajamaha Viharaya,"An archaeological site featuring ancient rock inscriptions, believed to be from the 9th to 11th centuries.",https://i2.wp.com/amazinglanka.com/wp/wp-content/uploads/2017/11/waduwawa-009.jpg?ssl=1,Kandy,Central,5:00 AM,6:00 PM,7.969620751150967,80.13120920223723, ,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9d229c8deef2485bf8e5,Lankatilaka Temple,"Another temple dedicated to Lord Buddha, known for its unique architectural design and stunning views.",https://www.storyofsrilanka.com/images/slider/sri-lanka-guide-destinations/lankatilaka-vihara/01.jpg,Polonnaruwa,Central,9:00 AM,5:00 PM,7.962814392028876,81.00106031042556, ,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.7
652b9d229c8deef2485bf8e6,Adisham Bungalow (St.Benedict's Monastery),"A beautifully preserved colonial mansion built by Sir Thomas Lester Villiers, featuring picturesque gardens and architecture.",https://upload.wikimedia.org/wikipedia/commons/2/2d/Adisham_Bungalow.JPG,Haputale,Central,9:00 AM,4:30 PM,6.772187450014337,80.9308764674591,"Wheelchair-accessible car park, Wheelchair-accessible entrance",British colonial era,"Photography, Sightseeing",4.6
652b9d229c8deef2485bf8e7,Rideekanda Forest Monastery,"An archaeological site with ancient ruins and inscriptions, providing insight into the region's historical Buddhist presence.",https://www.rideekanda.com/uploads/2022/1/rideekanda_forest_monastery_sri_lanka_53.jpg,Matale,Central,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, ,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.7
652b9d229c8deef2485bf8e8,Colombo National Museum,"Sri Lanka's oldest museum, housing a vast collection of historical artifacts, including the regalia of Sri Lankan kings and ancient art.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/SL_Colombo_asv2020-01_img10_National_Museum.jpg/1920px-SL_Colombo_asv2020-01_img10_National_Museum.jpg,Colombo,Western,9:00 AM,4:00 PM,6.9099991,79.8583229,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet",Museum Access , Interactive Tours,4.4
652b9d229c8deef2485bf8e9,Gangarama Temple,"A Buddhist temple with a blend of Sri Lankan, Thai, Indian, and Chinese architecture. It houses an eclectic collection of artifacts and religious relics.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Gangaramaya_Temple.JPG/1280px-Gangaramaya_Temple.JPG,Colombo,Western,6:00 AM,10:00 PM,6.916719818441023,79.85406531012194,"Wheelchair-accessible car park, Wheelchair-accessible entrance,",Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.6
652b9d229c8deef2485bf8ea,Independence Square,A national monument commemorating Sri Lanka's independence from British colonial rule. It features symbolic architectural elements and a museum.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Independence_Commemoration_Hall.jpg/1280px-Independence_Commemoration_Hall.jpg,Colombo,Western,0:00 AM,0:00 AM,6.904767900890669,79.86235274076459, ,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.6
652b9d229c8deef2485bf8eb,Kelaniya Raja Maha Viharaya,"One of the most sacred Buddhist temples in Sri Lanka, believed to have been visited by Lord Buddha. It boasts vibrant murals and a stupa.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Kelaniya_AS1.JPG,"Kelaniya, Colombo",Western,0:00 AM,0:00 AM,7.534774392447118,80.557663210421, Accessible Parking,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9d229c8deef2485bf8ec,"St. Anthony's Shrine, Kochchikade","A historic Catholic church in Colombo, believed to be one of the oldest churches in Sri Lanka.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/St._Anthony%27s_Shrine%2C_Kochchikade.jpg/1280px-St._Anthony%27s_Shrine%2C_Kochchikade.jpg,Colombo,Western,5:00 AM,8:00 PM,6.946733598135862,79.85617107921762, ,Ancient Buddhist monastery,"Photography, Sightseeing, Relaxing",4.8
652b9d229c8deef2485bf8ed,Queen Viharamahadevi Park,"Originally named Victoria Park, it's a public park with historical significance. It was named in honor of Queen Viharamahadevi, the mother of King Dutugemunu.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Viharamahadevi_Park_incl._Town_Hall.jpg/1280px-Viharamahadevi_Park_incl._Town_Hall.jpg,Colombo,Western,6:00 AM,6:00 PM,6.913396000763278,79.85687454076495,"Wheelchair-accessible car park, Wheelchair-accessible entrance", British colonial era,"Playground, Dogs allowed, Picnic tables, Public toilet, Skateboarding area, Slides, Swings",4.4
652b9d229c8deef2485bf8ee,Dehiwala Zoological Garden,"One of the oldest zoos in Asia, with a history spanning over 80 years. It's a great place to explore both wildlife and the zoo's heritage.",https://upload.wikimedia.org/wikipedia/commons/8/8b/Elephant_dance_at_galleryfull.jpg,Dehiwala,Western,8:30 AM,6:00 PM,6.856986419170487,79.87182221012159," Wheel Chair Access, Accessible Parking", ," Interactive Tours, Photography, Sightseeing",4.2
652b9d229c8deef2485bf8ef,Kande Purana Rajamaha Viharaya,A historic Buddhist temple complex with a significant cultural and religious legacy.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/LK-aluthgama-kande-vihara-tempel.jpg/1280px-LK-aluthgama-kande-vihara-tempel.jpg,Aluthgama,Western,6:00 AM,10:00 PM,6.928265418299376,79.90980961012197, Staircases, Ancient Buddhist monastery, ,4.6
654a3aea056dd7f6121cf2c5,Buduruwagala,Ancient rock carvings of Buddha and Bodhisattva figures,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/de/5a/ee/fast-17-m-hoch.jpg?w=1200&h=-1&s=1,Wellawaya,Uva,0.333333333,0.708333333,6.6883,81.0852,Not wheelchair accessible,Ancient Buddhism,"Photography, Historical Exploration",4.4
654a3aea056dd7f6121cf2a6,Temple of the Tooth,Buddhist temple housing a tooth relic,https://www.reddottours.com/uploads/Activities/Temple-of-the-Tooth/Temple-of-the-Tooth-header.jpg,Kandy,Central,0.270833333,0.8125,7.2935,80.638,Wheelchair accessible,Religious Heritage,"Rituals, Cultural Shows",4.7
654a3aea056dd7f6121cf2cd,Seetha Amman Temple,Hindu temple with connections to the Ramayana epic,https://www.talesofceylon.com/wp-content/uploads/2019/10/Seetha-Amman-Temple_1200x600.jpg,Nuwara Eliya,Central,0.25,0.75,6.9745,80.7662,Wheelchair accessible,Mythological Significance,"Religious Ceremonies, Sightseeing",4.5
654a3aea056dd7f6121cf2a8,Dambulla Cave Temple,Buddhist cave complex with ancient murals,https://www.steuartholidays.com/blog/wp-content/uploads/sites/9/2019/03/Dambulla-cave-tmeple.jpg,Dambulla,Central,0.291666667,0.791666667,7.8731,80.6513,Wheelchair accessible,Religious Heritage,Art Appreciation,4.5
654a3aea056dd7f6121cf2ac,Jaffna Fort,Historic fort with colonial architecture,https://artra.lk/uploads/article/wide/1611193046_wide.jpg,Jaffna,Northern,0.333333333,0.75,9.6625,80.0253,Wheelchair accessible,Colonial Era,"Sightseeing, Photography",4.6
654a3aea056dd7f6121cf2d4,Kandy Garrison Cemetery,Historical cemetery with graves from the colonial era,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9a/48/5f/20171227-144342-largejpg.jpg?w=1200&h=-1&s=1,Kandy,Central,0.375,0.708333333,7.2983,80.6312,Wheelchair accessible,Colonial Era,"Historical Tours, Reflection",4.5
654a3aea056dd7f6121cf2c9,Dematamal Viharaya,Ancient cave temple with ancient inscriptions,https://www.lanka-excursions-holidays.com/uploads/4/0/2/1/40216937/01-stupa-of-dematamal-viharaya-in-southern-sri-lanka-600_orig.jpg,Trincomalee,Eastern,0.291666667,0.708333333,8.5862,81.2267,Not wheelchair accessible,Ancient Buddhism,"Meditation, Historical Exploration",4.5
654a3aea056dd7f6121cf2aa,Anuradhapura,Ancient city ruins and sacred Buddhist sites,https://duqjpivknq39s.cloudfront.net/2019/02/800x750-1.jpg,Anuradhapura,North Central,0.333333333,0.75,8.3114,80.4037,Wheelchair accessible,Ancient Civilization,"Meditation, Exploration",4.7
654a3aea056dd7f6121cf2bb,St. Anthony's Shrine,Catholic shrine with rich religious heritage,https://media.timeout.com/images/103880281/image.jpg,Kochchikade,Western,0.25,0.75,7.2662,79.831,Wheelchair accessible,Religious Heritage,"Prayers, Pilgrimage",4.7
654a3aea056dd7f6121cf2a7,Polonnaruwa,Ancient city ruins and archaeological site,https://cinnamonweb.blob.core.windows.net/cinnamonweb-prd/dining_wellness/Polonnaruwa%20tour%201090%20x%20610.jpg,Polonnaruwa,North Central,0.291666667,0.75,7.9403,81.0188,Wheelchair accessible,Ancient Civilization,"Exploration, Photography",4.6
654a3aea056dd7f6121cf2ab,Yala National Park,Wildlife sanctuary with diverse fauna,https://www.civitatis.com/f/sri-lanka/ella/safari-parque-yala-589x392.jpg,Hambantota,Southern,0.25,0.75,6.3691,81.5212,Not wheelchair accessible,Natural Habitat,"Safari, Bird Watching",4.8
654a3aea056dd7f6121cf2cc,Lankarama Dagoba,Ancient stupa with archaeological significance,https://upload.wikimedia.org/wikipedia/commons/f/fa/SL_Anuradhapura_asv2020-01_img33_Lankarama_Stupa.jpg,Anuradhapura,North Central,0.25,0.75,8.3618,80.3892,Wheelchair accessible,Ancient Buddhism,"Meditation, Historical Tours",4.6
654a3aea056dd7f6121cf2b3,Ridi Viharaya,Ancient Buddhist temple in a cave,https://www.attractionsinsrilanka.com/wp-content/uploads/2020/04/Ridi-Viharaya-1.jpg,Kurunegala,North Western,0.291666667,0.75,7.4723,80.3545,Not wheelchair accessible,Ancient Buddhism,"Meditation, Religious Ceremonies",4.5
654a3aea056dd7f6121cf2b6,Ritigala,Ancient Buddhist monastery ruins in the jungle,https://www.attractionsinsrilanka.com/wp-content/uploads/2021/03/Ritigala-Monastery.jpg,Anuradhapura,North Central,0.291666667,0.708333333,7.8251,80.8385,Not wheelchair accessible,Ancient Monastic Life,"Hiking, Historical Exploration",4.4
654a3aea056dd7f6121cf2c3,Dowa Temple,Ancient cave temple with historical significance,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/SL_Ella_asv2020-01_img27_Dhowa_Temple.jpg/1200px-SL_Ella_asv2020-01_img27_Dhowa_Temple.jpg,Badulla,Uva,0.291666667,0.708333333,6.8656,80.9945,Not wheelchair accessible,Ancient Buddhism,"Meditation, Exploration",4.6
654a3aea056dd7f6121cf2c6,Kirinda Temple,Ancient Buddhist temple perched on a rocky outcrop,https://i.pinimg.com/originals/22/86/e6/2286e64c76bcc193ac37be3fbf1df8f4.jpg,Tissamaharama,Southern,0.25,0.75,6.1117,81.3186,Not wheelchair accessible,Ancient Buddhism,"Religious Ceremonies, Sightseeing",4.6
654a3aea056dd7f6121cf2e5,Seruwawila Rajamaha Viharaya,Ancient Buddhist temple with historical significance,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/10/6f/14/seruwila-mangala-raja.jpg?w=1200&h=1200&s=1,Trincomalee,Eastern,0.291666667,0.75,8.1986,81.1973,Not wheelchair accessible,Ancient Buddhism,"Pilgrimage, Historical Tours",4.4
654a3aea056dd7f6121cf2ef,Galle Fort,Historic fortification with colonial architecture and museums,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Galle_Fort.jpg/800px-Galle_Fort.jpg,Galle,Southern,0.375,0.75,6.0238,80.217,Wheelchair accessible,Colonial Era,"Sightseeing, Museum Visits",4.7
654a3aea056dd7f6121cf2f6,Ranmasu Uyana,Ancient pleasure garden with ponds and ruins,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/01/bf/40/photo2jpg.jpg?w=1200&h=-1&s=1,Anuradhapura,North Central,0.291666667,0.75,8.3222,80.3925,Not wheelchair accessible,Ancient Civilization,"Relaxation, Sightseeing",4.6
654a3aea056dd7f6121cf2fb,Lunuganga Estate,Former residence of renowned architect Geoffrey Bawa,https://www.teardrop-hotels.com/lunuganga/wp-content/uploads/sites/12/2020/12/lunuganga_home_image_desktop_hd_1920.jpg,Bentota,Western,0.375,0.708333333,6.3087,80.0464,Wheelchair accessible,"Colonial Era, Architecture","Garden Walks, Historical Tours",4.7
654a3aea056dd7f6121cf30c,Lankatilaka Temple,Ancient Buddhist temple known for its architectural grandeur and sculptures,https://www.storyofsrilanka.com/images/slider/sri-lanka-guide-destinations/lankatilaka-vihara/01.jpg,Kandy,Central,0.291666667,0.75,7.2961,80.6351,Not wheelchair accessible,Ancient Buddhism,"Art Appreciation, Meditation",4.6
654a3aea056dd7f6121cf311,"St. Anthony's Church, Kochchikade",Historic church known for its religious importance and architectural beauty,https://amazinglanka.com/wp/wp-content/uploads/2023/07/kochchikade-04.jpg,Colombo,Western,0.25,0.75,6.9501,79.8537,Wheelchair accessible,"Colonial Era, Religious Heritage","Religious Ceremonies, Guided Tours",4.6
654a3aea056dd7f6121cf2c1,St. Lucia's Cathedral,Grand Catholic cathedral with intricate architecture,https://www.themiracleisland.com/images/sri-lanka-guide/historical-churches/st-lucias-cathedral-colombo/01.jpg,Colombo,Western,0.291666667,0.791666667,6.9375,79.8537,Wheelchair accessible,Religious Heritage,"Prayers, Guided Tours",4.7
654a3aea056dd7f6121cf2da,Popham's Arboretum,Botanical garden with diverse plant species,https://www.srilankaecotourism.lk/location_img/15196303677.jpg,Dambulla,Central,0.333333333,0.708333333,7.8602,80.6495,Wheelchair accessible,Plant Science,"Nature Walks, Plant Observation",4.4
654a3aea056dd7f6121cf2db,Tantirimale Ancient Vihara,Ancient Buddhist temple with historical ruins,https://archives1.dailynews.lk/sites/default/files/styles/node-detail/public/news/2018/12/23/z_p31-Tranquil-01_1.jpg?itok=UqQrbHwe,Anuradhapura,North Central,0.291666667,0.75,8.0934,80.7703,Not wheelchair accessible,Ancient Buddhism,"Meditation, Archaeological Exploration",4.5
654a3aea056dd7f6121cf2e9,Sigiriya Museum,Museum showcasing artifacts from the ancient city,https://www.thingstodosrilanka.com/wp-content/uploads/2020/04/Sigiriya-Museum.jpg,Sigiriya,Central,0.333333333,0.708333333,7.9563,80.7628,Wheelchair accessible,Ancient Civilization,"Artifacts Viewing, Guided Tours",4.5
654a3aea056dd7f6121cf2ed,Kothduwa Temple,Ancient Buddhist temple on a remote island with scenic beauty,https://i.pinimg.com/originals/74/27/39/742739362a076380637fc5f0e7ff30bb.jpg,Madu River,Southern,0.291666667,0.75,6.2569,80.0611,Not wheelchair accessible,Ancient Buddhism,"Meditation, Sightseeing",4.4
654a3aea056dd7f6121cf2ee,Buduruwagala Archaeological Site,Ancient rock carvings depicting Buddha statues and Bodhisattvas,https://www.attractionsinsrilanka.com/wp-content/uploads/2019/09/Buduruwagala-Temple.jpg,Wellawaya,Uva,0.333333333,0.708333333,6.6775,81.0691,Not wheelchair accessible,Ancient Buddhism,"Photography, Historical Tours",4.6
654a3aea056dd7f6121cf2f4,Udawatta Kele Sanctuary,Historical forest reserve with ancient ruins and diverse flora,https://cinnamonweb.blob.core.windows.net/cinnamonweb-prd/dining_wellness/udawattakele-forest-trek-530X420.jpg,Kandy,Central,0.25,0.729166667,7.2951,80.6393,Not wheelchair accessible,Ancient Civilization,"Nature Walks, Wildlife Watching",4.6
654a3aea056dd7f6121cf318,St. Lucia's Cathedral,Neo-Gothic cathedral with stunning architecture and religious significance,https://media.timeout.com/images/104687359/image.jpg,Colombo,Western,0.291666667,0.791666667,6.9381,79.8639,Wheelchair accessible,"Colonial Era, Religious Heritage","Religious Ceremonies, Guided Tours",4.6
654a3aea056dd7f6121cf319,Viharamahadevi Park,Urban park with historical significance and lush greenery,https://media.timeout.com/images/102901560/image.jpg,Colombo,Western,0.25,0.833333333,6.9125,79.8602,Wheelchair accessible,Colonial Era,"Picnicking, Leisure Activities",4.7
654a3aea056dd7f6121cf31d,Dowa Temple,Ancient rock temple with a seated Buddha statue and beautiful surroundings,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/SL_Ella_asv2020-01_img27_Dhowa_Temple.jpg/1200px-SL_Ella_asv2020-01_img27_Dhowa_Temple.jpg,Badulla,Uva,0.291666667,0.75,6.9833,81.0572,Not wheelchair accessible,Ancient Buddhism,"Meditation, Sightseeing",4.6
654a3aea056dd7f6121cf2ce,Gampola Ambuluwawa Biodiversity Complex,Eco-friendly park with a tower offering panoramic views,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b0/57/9f/caption.jpg?w=1200&h=-1&s=1,Gampola,Central,0.333333333,0.75,7.2061,80.5444,Wheelchair accessible,Biodiversity Conservation,"Nature Walks, Scenic Views",4.6
654a3aea056dd7f6121cf2dd,Meemure Village,Remote village with ancient traditions and cultural heritage,https://www.attractionsinsrilanka.com/wp-content/uploads/2020/06/Meemure-Village.jpg,Kandy,Central,0.375,0.708333333,7.2302,80.8988,Not wheelchair accessible,Cultural Heritage,"Village Tours, Cultural Experiences",4.6
654a3aea056dd7f6121cf309,Richmond Castle,Historic mansion with colonial architecture and lush gardens,https://www.moj.gov.lk/images/Media_Unit/Rechman_cautle/DSC_1032.JPG,Kalutara,Western,0.375,0.708333333,6.5861,79.9587,Wheelchair accessible,Colonial Era,"Guided Tours, Garden Walks",4.6
654a3aea056dd7f6121cf313,Kelaniya Raja Maha Viharaya,Ancient Buddhist temple with vibrant paintings and religious significance,https://us.lakpura.com/cdn/shop/files/Untitled-2-Recovered.jpg?v=1656580726&width=3840,Kelaniya,Western,0.25,0.75,6.9616,79.9576,Wheelchair accessible,Ancient Buddhism,"Religious Ceremonies, Meditation",4.7
654a3aea056dd7f6121cf31a,"St. Anthony's Church, Kochchikade",Historic church known for its religious importance and architectural beauty,https://upload.wikimedia.org/wikipedia/commons/1/10/St._Anthony%27s_Shrine%2C_Kochchikade.jpg,Colombo,Western,0.25,0.75,6.9501,79.8537,Wheelchair accessible,"Colonial Era, Religious Heritage","Religious Ceremonies, Guided Tours",4.6
654a3aea056dd7f6121cf31b,Koneswaram Temple,Ancient Hindu temple with spectacular ocean views and cultural significance,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Spiritual_16.jpg/1200px-Spiritual_16.jpg,Trincomalee,Eastern,0.25,0.75,8.5724,81.2123,Not wheelchair accessible,Ancient Hinduism,"Religious Ceremonies, Sightseeing",4.7
654a3aea056dd7f6121cf322,"Dutch Church, Galle","Oldest Protestant church in Sri Lanka, showcasing Dutch colonial architecture",https://archives1.sundayobserver.lk/sites/default/files/styles/large/public/news/2017/06/09/z_p35-Dutch-1.jpg?itok=e8Iy-qMA,Galle,Southern,0.375,0.708333333,6.0233,80.2171,Wheelchair accessible,Colonial Era,"Religious Ceremonies, Guided Tours",4.6
654a3aea056dd7f6121cf2b9,Thuparamaya,Oldest Buddhist monastery in Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/e/ef/SL_Anuradhapura_asv2020-01_img34_Thuparamaya_Stupa.jpg,Anuradhapura,North Central,0.291666667,0.75,8.3534,80.3889,Wheelchair accessible,Ancient Buddhism,"Meditation, Historical Tours",4.6
654a3aea056dd7f6121cf2bd,Lankatilaka Temple,Ancient Buddhist temple with unique architecture,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/59/38/b6/lankatilaka-temple.jpg?w=1200&h=-1&s=1,Kandy,Central,0.333333333,0.75,7.2906,80.6592,Not wheelchair accessible,Ancient Buddhism,"Meditation, Photography",4.4
654a3aea056dd7f6121cf2d7,Nilaveli Beach,Picturesque beach with historical significance,https://mahaweli.lk/wp-content/uploads/2022/04/Nilaveli-Beach-Trincomalee-1140x530.jpg,Trincomalee,Eastern,0.375,0.75,8.5864,81.2117,Wheelchair accessible,"Colonial Era, Natural Beauty","Swimming, Beach Activities",4.6
654a3aea056dd7f6121cf2ec,Kaludiya Pokuna Archaeological Site,Ancient pond and ruins revealing archaeological significance,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/94/53/c3/stupa.jpg?w=1200&h=1200&s=1,Dambulla,Central,0.333333333,0.708333333,7.9516,80.7381,Not wheelchair accessible,Ancient Civilization,Archaeological Exploration,4.5
654a3aea056dd7f6121cf2fa,Dutch Hospital,Historic colonial building transformed into shops and restaurants,https://media.timeout.com/images/101825237/image.jpg,Colombo,Western,0.416666667,0.916666667,6.9342,79.845,Wheelchair accessible,Colonial Era,"Shopping, Dining",4.5
654a3aea056dd7f6121cf302,Thuparamaya,Oldest Buddhist temple in Sri Lanka with ancient stupas and ruins,https://i2.wp.com/exploreslk.com/wp-content/uploads/2017/12/Thuparamaya-Stupa-and-Stone-Pillars.jpg?resize=800%2C534,Anuradhapura,North Central,0.25,0.75,8.3562,80.3907,Wheelchair accessible,Ancient Buddhism,"Meditation, Historical Tours",4.7
654a3aea056dd7f6121cf30b,Aluvihare Rock Cave Temple,Ancient Buddhist cave temple with historical inscriptions and murals,https://www.srilankanexpeditions.com/images/sri-lanka-travel-guide/history-archaeology-sri-lanka/ancient-temple/aluvihare-rock-temple/aluvihare-rock-temple-01.jpg,Matale,Central,0.291666667,0.75,7.6035,80.6936,Not wheelchair accessible,Ancient Buddhism,"Historical Tours, Meditation",4.5
654a3aea056dd7f6121cf30d,Gal Vihara,Rock temple with remarkable Buddha statues carved into the granite wall,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8RjCElL8owEvMWfJcbCGC6f5x4L75MZRkvg&usqp=CAU,Polonnaruwa,North Central,0.291666667,0.75,7.9323,81.0041,Not wheelchair accessible,Ancient Buddhism,"Art Appreciation, Historical Tours",4.7
654a3aea056dd7f6121cf315,Lankatilaka Temple,Ancient Buddhist temple known for its architectural grandeur and sculptures,https://www.storyofsrilanka.com/images/slider/sri-lanka-guide-destinations/lankatilaka-vihara/01.jpg,Kandy,Central,0.291666667,0.75,7.2961,80.6351,Not wheelchair accessible,Ancient Buddhism,"Art Appreciation, Meditation",4.6
654a3aea056dd7f6121cf323,Kachchathivu Island,"Island with cultural and religious significance, hosting an annual festival",https://amazinglanka.com/wp/wp-content/uploads/2023/05/kachchativu-03.jpg,Jaffna,Northern,0.25,0.75,9.6659,79.8122,Not wheelchair accessible,Cultural and Religious Significance,"Religious Ceremonies, Sightseeing",4.7
654a3aea056dd7f6121cf2b7,Seruwila Mangala Raja Maha Vihara,Ancient Buddhist temple ruins,https://amazinglanka.com/wp/wp-content/uploads/2014/01/DSC_3045.jpg,Trincomalee,Eastern,0.291666667,0.75,8.4934,81.1971,Not wheelchair accessible,Ancient Buddhism,"Meditation, Archaeological Exploration",4.5
